Numero_Processo;Numero_Registro_Oferta;Tipo_Oferta;Tipo_Ativo;CNPJ_Emissor;Nome_Emissor;CNPJ_Lider;Nome_Lider;Nome_Vendedor;CNPJ_Ofertante;Nome_Ofertante;Rito_Oferta;Modalidade_Oferta;Modalidade_Registro;Modalidade_Dispensa_Registro;Data_Abertura_Processo;Data_Protocolo;Data_Dispensa_Oferta;Data_Registro_Oferta;Data_Inicio_Oferta;Data_Encerramento_Oferta;Emissao;Classe_Ativo;Serie;Especie_Ativo;Forma_Ativo;Data_Emissao;Data_Vencimento;Quantidade_Sem_Lote_Suplementar;Quantidade_No_Lote_Suplementar;Quantidade_Total;Preco_Unitario;Valor_Total;Oferta_Inicial;Oferta_Incentivo_Fiscal;Oferta_Regime_Fiduciario;Tipo_Societario_Emissor;Ultimo_Comunicado;Data_Comunicado;Nr_Pessoa_Fisica;Qtd_Pessoa_Fisica;Nr_Clube_Investimento;Qtd_Clube_Investimento;Nr_Fundos_Investimento;Qtd_Fundos_Investimento;Nr_Entidade_Previdencia_Privada;Qtd_Entidade_Previdencia_Privada;Nr_Companhia_Seguradora;Qtd_Companhia_Seguradora;Nr_Investidor_Estrangeiro;Qtd_Investidor_Estrangeiro;Nr_Instit_Intermed_Partic_Consorcio_Distrib;Qtd_Instit_Intermed_Partic_Consorcio_Distrib;Nr_Instit_Financ_Emissora_Partic_Consorcio;Qtd_Instit_Financ_Emissora_Partic_Consorcio;Nr_Demais_Instit_Financ;Qtd_Demais_Instit_Financ;Nr_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Qtd_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Nr_Demais_Pessoa_Juridica;Qtd_Demais_Pessoa_Juridica;Nr_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Qdt_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Nr_Outros;Qtd_Outros;Qtd_Cli_Pessoa_Fisica;Qtd_Cli_Pessoa_Juridica;Qtd_Cli_Pessoa_Juridica_Ligada_Adm;QtD_Cli_Demais_Pessoa_Juridica;Qtd_Cli_Investidor_Estrangeiro;Qtd_Cli_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio
RJ-2022-1171;CVM/SRE/CRI/2022/022;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-03-17;2022-03-16;;2022-06-23;;2022-12-23;;;490;;NOMINATIVA e ESCRITURAL;2022-04-25;2027-06-15;259200.0;0.0;259200.0;1000.0;259200000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1171;CVM/SRE/CRI/2022/023;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-03-17;2022-03-16;;2022-06-23;;2022-12-23;;;491;;NOMINATIVA e ESCRITURAL;2022-04-25;2029-06-15;99500.0;0.0;99500.0;1000.0;99500000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1187;CVM/SRE/RFI/2022/016;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;32.397.369/0001-76;MÉRITO FUNDOS E AÇÕES IMOBILIÁRIAS FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;41.592.532/0001-42;MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;;41.592.532/0001-42;MERITO DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;ICVM 400 (com registro);Registrada;Concedido;;2022-03-21;2022-03-18;;2022-04-20;;2022-10-17;;;;;NOMINATIVA e ESCRITURAL;;;1054880.0;0.0;1054880.0;79.63;84000094.4;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1190;CVM/SRE/CRI/2022/019;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-03-21;2022-03-18;;2022-06-13;;2022-12-13;;;508;;NOMINATIVA e ESCRITURAL;2022-04-25;2029-06-15;798634.0;0.0;798634.0;1000.0;798634000.0;;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1190;CVM/SRE/CRI/2022/020;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-03-21;2022-03-18;;2022-06-13;;2022-12-13;;;509;;NOMINATIVA e ESCRITURAL;2022-04-25;2032-06-15;341867.0;0.0;341867.0;1000.0;341867000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1391;CVM/SRE/CRI/2022/027;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-04-01;2022-03-31;;2022-07-01;;2023-01-01;;;Única;;NOMINATIVA e ESCRITURAL;2022-06-15;2032-06-15;300000.0;0.0;300000.0;1000.0;300000000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1408;CVM/SRE/CRI/2022/025;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-04-04;2022-04-01;;2022-06-28;;2022-12-28;;;1;;NOMINATIVA e ESCRITURAL;2022-06-15;2029-06-15;153254.0;0.0;153254.0;1000.0;153254000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1408;CVM/SRE/CRI/2022/026;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;;90.400.888/0001-42;BANCO SANTANDER (BRASIL) S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-04-04;2022-04-01;;2022-06-28;;2022-12-28;;;2;;NOMINATIVA e ESCRITURAL;2022-06-15;2032-06-15;206746.0;0.0;206746.0;1000.0;206746000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1416;CVM/SRE/RFI/2022/020;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;29.467.977/0001-03;FUNDO DE INVESTIMENTO IMOBILIARIO - FII RBR RENDIMENTO HIGH GRADE;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-04-04;2022-04-01;;2022-05-09;;2022-11-05;;;;;NOMINATIVA e ESCRITURAL;;;3076608.0;0.0;3076608.0;97.51;300000046.08;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1419;CVM/SRE/RFI/2022/019;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;30.578.417/0001-05;HABITAT RECEBÍVEIS PULVERIZADOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-04-04;2022-04-01;;2022-05-09;;2022-11-05;;;;;NOMINATIVA e ESCRITURAL;;;2350057.0;0.0;2350057.0;97.87;230000078.59;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1498;CVM/SRE/RFI/2022/029;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;43.741.189/0001-86;XP CRÉDITO AGRO FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS FIAGRO IMOBILIÁRIO;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-04-07;2022-04-06;;2022-06-13;;2022-12-10;;;;;NOMINATIVA e ESCRITURAL;;;20000000.0;0.0;20000000.0;10.0;200000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1525;CVM/SRE/RFI/2022/021;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;41.745.701/0001-37;KINEA CRÉDITO AGRO FIAGRO-IMOBILIÁRIO;17.298.092/0001-30;BANCO ITAU BBA  S.A.;;17.298.092/0001-30;BANCO ITAU BBA  S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-04-08;2022-04-07;;2022-05-11;;2022-11-07;;;;;NOMINATIVA e ESCRITURAL;;;2500000.0;0.0;2500000.0;100.45;251125000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1528;CVM/SRE/CRI/2022/028;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;02.819.125/0001-73;UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.;;02.819.125/0001-73;UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-04-11;2022-04-08;;2022-07-13;;2023-01-13;;;Única;;NOMINATIVA e ESCRITURAL;;;800000.0;0.0;800000.0;1000.0;800000000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1636;CVM/SRE/RFI/2022/023;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;29.787.928/0001-40;FUNDO DE INVESTIMENTO IMOBILIARIO - BTG PACTUAL CREDITO IMOBILIARIO;30.306.294/0001-45;BANCO BTG PACTUAL S/A;;30.306.294/0001-45;BANCO BTG PACTUAL S/A;ICVM 400 (com registro);Registrada;Concedido;;2022-04-19;2022-04-18;;2022-05-19;;2022-11-15;;;;;NOMINATIVA e ESCRITURAL;;;2607969.0;0.0;2607969.0;98.83;257745576.27;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1667;CVM/SRE/RFI/2022/024;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;42.405.905/0001-91;FG/AGRO FUNDO DE INVESTIMENTO NAS CADEIAS PRODUTIVAS AGROINDUSTRIAIS - FIAGRO-IMOBILIÁRIO;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-04-20;2022-04-19;;2022-05-19;;2022-11-15;;;;;NOMINATIVA e ESCRITURAL;;;20833334.0;0.0;20833334.0;9.6;200000006.4;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1668;CVM/SRE/RFI/2022/031;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;FII VBI CRÉDITO ALOCAÇÃO ESTRATÉGICA;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-04-20;2022-04-19;;2022-06-27;;2022-12-24;;;;;NOMINATIVA e ESCRITURAL;;;35000000.0;0.0;35000000.0;10.0;350000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1860;CVM/SRE/RFI/2022/025;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;16.706.958/0001-32;KINEA RENDIMENTOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;17.298.092/0001-30;BANCO ITAU BBA  S.A.;;17.298.092/0001-30;BANCO ITAU BBA  S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-06;2022-05-05;;2022-05-19;;2022-11-15;;;;;NOMINATIVA e ESCRITURAL;;;15000000.0;0.0;15000000.0;100.0;1500000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-1960;CVM/SRE/RFI/2022/026;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;35.360.687/0001-50;HSI ATIVOS FINANCEIROS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-10;2022-05-10;;2022-05-24;;2022-11-20;;;;;NOMINATIVA;;;1612904.0;0.0;1612904.0;93.0;150000072.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2067;CVM/SRE/RFI/2022/039;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;42.537.579/0001-76;CAPITANIA AGRO STRATEGIES - FIAGRO-IMOBILIÁRIO;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-17;2022-05-16;;2022-08-11;;2023-02-07;;;;;NOMINATIVA e ESCRITURAL;;;2584780.0;0.0;2584780.0;96.72;249999921.6;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2096;CVM/SRE/RFI/2022/035;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;43.010.543/0001-00;FUNDO DE INVESTIMENTO IMOBILIÁRIO - SPX SYN MULTIESTRATÉGIA;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-18;2022-05-17;;2022-07-20;;2023-01-16;;;;;NOMINATIVA e ESCRITURAL;;;2000000.0;0.0;2000000.0;100.0;200000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2233;CVM/SRE/RFI/2022/038;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;42.273.325/0001-98;KILIMA VOLKANO RECEBÍVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-24;2022-05-24;;2022-07-27;;2023-01-23;;;;;NOMINATIVA e ESCRITURAL;;;1271101.0;0.0;1271101.0;98.34;125000072.34;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2235;CVM/SRE/RFI/2023/009;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;INTER AMERRA - FIAGRO -IMOBILIÁRIO;18.945.670/0001-46;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;;18.945.670/0001-46;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;ICVM 400 (com registro);Registrada;Concedido;;2022-05-25;2022-05-24;;2023-05-10;;2023-11-06;;;;;NOMINATIVA e ESCRITURAL;;;10000000.0;0.0;10000000.0;10.0;100000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2283;CVM/SRE/CRI/2022/033;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;02.819.125/0001-73;UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.;;02.819.125/0001-73;UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-26;2022-05-25;;2022-08-02;;2023-02-02;;;1;;NOMINATIVA e ESCRITURAL;2022-07-15;2027-07-15;67435.0;0.0;67435.0;1000.0;67435000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2283;CVM/SRE/CRI/2022/034;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;02.819.125/0001-73;UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.;;02.819.125/0001-73;UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-26;2022-05-25;;2022-08-02;;2023-02-02;;;2;;NOMINATIVA e ESCRITURAL;2022-07-15;2027-07-15;291029.0;0.0;291029.0;1000.0;291029000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2283;CVM/SRE/CRI/2022/035;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;02.819.125/0001-73;UBS BB Corretora de Câmbio, Títulos e Valores Mobiliários S.A.;;02.819.125/0001-73;UBS BRASIL CORRETORA DE CAMBIO, TITULOS E VALORES MOBILIARIOS S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-26;2022-05-25;;2022-08-02;;2023-02-02;;;3;;NOMINATIVA e ESCRITURAL;2022-07-15;2029-07-16;41536.0;0.0;41536.0;1000.0;41536000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2284;CVM/SRE/RFI/2022/034;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;;KINEA PREMIUM PROPERTIES FII;60.701.190/0001-04;ITAU UNIBANCO S.A.;;60.701.190/0001-04;ITAU UNIBANCO S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-26;2022-05-25;;2022-07-13;;2023-01-09;;;;;NOMINATIVA e ESCRITURAL;;;1750000.0;0.0;1750000.0;100.0;175000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2337;CVM/SRE/CRI/2022/038;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-30;2022-05-27;;2022-09-08;;2023-03-08;;;1;;NOMINATIVA e ESCRITURAL;2022-09-09;2030-09-16;347928.0;0.0;347928.0;1000.0;347928000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2337;CVM/SRE/CRI/2022/039;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-05-30;2022-05-27;;2022-09-08;;2023-03-08;;;2;;NOMINATIVA e ESCRITURAL;2022-09-09;2032-09-15;202072.0;0.0;202072.0;1000.0;202072000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2418;CVM/SRE/RFI/2022/033;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;35.507.262/0001-21;HEDGE RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-06-02;2022-06-01;;2022-07-05;;2023-01-01;;;;;NOMINATIVA e ESCRITURAL;;;2373760.0;0.0;2373760.0;92.68;220000076.8;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2487;CVM/SRE/RFI/2022/040;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;44.614.833/0001-18;VINCI CRÉDITO AGRO FIAGRO-IMOBILIÁRIO;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-06-08;2022-06-07;;2022-08-17;;2023-02-13;;;;;NOMINATIVA e ESCRITURAL;;;30000000.0;0.0;30000000.0;10.0;300000000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2518;CVM/SRE/RFI/2022/032;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;24.960.430/0001-13;KINEA ÍNDICES DE PREÇOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;17.298.092/0001-30;BANCO ITAU BBA  S.A.;;17.298.092/0001-30;BANCO ITAU BBA  S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-06-09;2022-06-08;;2022-06-27;;2022-12-24;;;;;NOMINATIVA e ESCRITURAL;;;12500000.0;0.0;12500000.0;97.54;1219250000.0;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2698;CVM/SRE/RFI/2022/036;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;44.625.562/0001-04;FUNDO DE INVESTIMENTO IMOBILIARIO TG REAL ESTATE;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-06-22;2022-06-21;;2022-07-21;;2023-01-17;;;;;NOMINATIVA e ESCRITURAL;;;35211268.0;0.0;35211268.0;10.34;350000003.92;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2784;CVM/SRE/CRI/2022/044;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-06-29;2022-06-28;;2022-09-15;;2023-03-15;;;Única;;NOMINATIVA e ESCRITURAL;2022-08-15;2029-09-17;300000.0;0.0;300000.0;1000.0;300000000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-283;CVM/SRE/CRI/2022/012;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;02.773.542/0001-22;OPEA SECURITIZADORA S.A.;30.306.294/0001-45;BANCO BTG PACTUAL S/A;;30.306.294/0001-45;BANCO BTG PACTUAL S/A;ICVM 400 (com registro);Registrada;Concedido;;2022-01-18;2022-01-17;;2022-04-28;;2022-10-28;;;463;;NOMINATIVA e ESCRITURAL;2022-04-23;2027-04-27;548862.0;0.0;548862.0;1000.0;548862000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2861;CVM/SRE/CRI/2022/043;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-07-05;2022-07-04;;2022-09-14;;2023-03-14;;;Única;;NOMINATIVA e ESCRITURAL;2022-08-19;2028-09-18;300000.0;0.0;300000.0;1000.0;300000000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2976;CVM/SRE/RFI/2022/037;Primária;QUOTAS DE FUNDO IMOBILIÁRIO;30.166.700/0001-11;FUNDO DE INVESTIMENTO IMOBILIÁRIO RBR CRÉDITO IMOBILIÁRIO ESTRUTURADO;30.306.294/0001-45;BANCO BTG PACTUAL S/A;;30.306.294/0001-45;BANCO BTG PACTUAL S/A;ICVM 400 (com registro);Registrada;Concedido;;2022-07-14;2022-07-13;;2022-07-27;;2023-01-23;;;;;NOMINATIVA e ESCRITURAL;;;2454349.0;0.0;2454349.0;101.86;249999989.14;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2998;CVM/SRE/CRI/2022/055;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-07-15;2022-07-15;;2022-11-10;;2023-05-10;;;1;;NOMINATIVA e ESCRITURAL;2022-10-15;2027-10-15;333334.0;0.0;333334.0;1000.0;333334000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2998;CVM/SRE/CRI/2022/056;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-07-15;2022-07-15;;2022-11-10;;2023-05-10;;;2;;NOMINATIVA e ESCRITURAL;2022-10-15;2029-10-15;419184.0;0.0;419184.0;1000.0;419184000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RJ-2022-2998;CVM/SRE/CRI/2022/057;Primária;CERTIFICADO DE RECEBÍVEIS IMOBILIÁRIOS;25.005.683/0001-09;VERT COMPANHIA SECURITIZADORA;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;ICVM 400 (com registro);Registrada;Concedido;;2022-07-15;2022-07-15;;2022-11-10;;2023-05-10;;;3;;NOMINATIVA e ESCRITURAL;2022-10-15;2032-10-15;247482.0;0.0;247482.0;1000.0;247482000.0;;N;S;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
