Numero_Processo;Numero_Registro_Oferta;Tipo_Oferta;Tipo_Ativo;CNPJ_Emissor;Nome_Emissor;CNPJ_Lider;Nome_Lider;Nome_Vendedor;CNPJ_Ofertante;Nome_Ofertante;Rito_Oferta;Modalidade_Oferta;Modalidade_Registro;Modalidade_Dispensa_Registro;Data_Abertura_Processo;Data_Protocolo;Data_Dispensa_Oferta;Data_Registro_Oferta;Data_Inicio_Oferta;Data_Encerramento_Oferta;Emissao;Classe_Ativo;Serie;Especie_Ativo;Forma_Ativo;Data_Emissao;Data_Vencimento;Quantidade_Sem_Lote_Suplementar;Quantidade_No_Lote_Suplementar;Quantidade_Total;Preco_Unitario;Valor_Total;Oferta_Inicial;Oferta_Incentivo_Fiscal;Oferta_Regime_Fiduciario;Tipo_Societario_Emissor;Ultimo_Comunicado;Data_Comunicado;Nr_Pessoa_Fisica;Qtd_Pessoa_Fisica;Nr_Clube_Investimento;Qtd_Clube_Investimento;Nr_Fundos_Investimento;Qtd_Fundos_Investimento;Nr_Entidade_Previdencia_Privada;Qtd_Entidade_Previdencia_Privada;Nr_Companhia_Seguradora;Qtd_Companhia_Seguradora;Nr_Investidor_Estrangeiro;Qtd_Investidor_Estrangeiro;Nr_Instit_Intermed_Partic_Consorcio_Distrib;Qtd_Instit_Intermed_Partic_Consorcio_Distrib;Nr_Instit_Financ_Emissora_Partic_Consorcio;Qtd_Instit_Financ_Emissora_Partic_Consorcio;Nr_Demais_Instit_Financ;Qtd_Demais_Instit_Financ;Nr_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Qtd_Demais_Pessoa_Juridica_Emissora_Partic_Consorcio;Nr_Demais_Pessoa_Juridica;Qtd_Demais_Pessoa_Juridica;Nr_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Qdt_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio;Nr_Outros;Qtd_Outros;Qtd_Cli_Pessoa_Fisica;Qtd_Cli_Pessoa_Juridica;Qtd_Cli_Pessoa_Juridica_Ligada_Adm;QtD_Cli_Demais_Pessoa_Juridica;Qtd_Cli_Investidor_Estrangeiro;Qtd_Cli_Soc_Adm_Emp_Prop_Demais_Pess_Jurid_Emiss_Partic_Consorcio
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-01-27;2024-01-27;1.0;Sênior;689;Não Aplicável;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-01-29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;12.979.898/0001-70;FORTE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-01-27;2024-01-29;1.0;Subordinada;690;Não Aplicável;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-01-29;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;31.468.139/0001-98;CASA DE PEDRA SECURITIZADORA DE CRÉDITO S.A.;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;31.468.139/0001-98;CASA DE PEDRA SECURITIZADORA DE CRÉDITO S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-01-31;2023-05-08;1.0;Não Aplicável;14;Não Aplicável;Escritural;;;;;5705.0;1000.0;5705000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2023-05-08;7.0;5705.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5705.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;31.468.139/0001-98;CASA DE PEDRA SECURITIZADORA DE CRÉDITO S.A.;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;31.468.139/0001-98;CASA DE PEDRA SECURITIZADORA DE CRÉDITO S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-01-31;2023-05-08;1.0;Não Aplicável;15;Não Aplicável;Escritural;;;;;10005.0;1000.0;10005000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2023-05-08;26.0;8650.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1355.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8650.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-01-27;2022-04-14;1.0;Não Aplicável;314;Garantia Real;Nominativa e Escritural;;;;;6500.0;1000.0;6500000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-04-14;0.0;0.0;0.0;0.0;1.0;6500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-01-27;2024-01-17;1.0;Não Aplicável;315;Garantia Real;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-07-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-01-27;2024-01-17;1.0;Não Aplicável;316;Garantia Real;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-07-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-01-27;2024-01-17;1.0;Não Aplicável;317;Garantia Real;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-07-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-01-27;2024-01-17;1.0;Não Aplicável;318;Garantia Real;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-07-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-01-27;2024-01-17;1.0;Não Aplicável;319;Garantia Real;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-07-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;35.082.277/0001-95;BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;35.082.277/0001-95;BASE SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-03;2022-03-18;1.0;Não Aplicável;41;Não Aplicável;Nominativa e Escritural;;;;;12546.0;1000.0;12546000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-03-18;0.0;0.0;0.0;0.0;2.0;12546.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2021-12-22;2022-02-15;1.0;Não Aplicável;Série Única;Não Aplicável;Nominativa e Escritural;;;;;40000.0;1000.0;40000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-02-16;0.0;0.0;0.0;0.0;1.0;40000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2021-12-21;2022-02-15;1.0;Não Aplicável;474;Não Aplicável;Nominativa e Escritural;;;;;58200.0;1000.0;58200000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-02-17;0.0;0.0;0.0;0.0;5.0;58200.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2021-12-21;2022-02-15;1.0;Não Aplicável;481;Não Aplicável;Nominativa e Escritural;;;;;20000.0;1000.0;20000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-02-17;0.0;0.0;0.0;0.0;4.0;16725.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;3275.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;08.769.451/0001-08;RIZA SECURITIZADORA S.A.;;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-07;2022-12-26;4.0;Não Aplicável;431;Garantia Real;Nominativa e Escritural;;;;;0.0;0.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-12-26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;08.769.451/0001-08;RIZA SECURITIZADORA S.A.;;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-07;2022-12-26;4.0;Não Aplicável;432;Garantia Real;Nominativa e Escritural;;;;;0.0;0.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-12-26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;07.587.384/0001-30;PLANETA SECURITIZADORA S.A.;07.587.384/0001-30;PLANETA SECURITIZADORA S.A.;;07.587.384/0001-30;PLANETA SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2021-08-05;2023-07-26;184.0;Não Aplicável;184;Não Aplicável;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2025-02-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;02.332.886/0001-04;XP INVESTIMENTOS CCTVM S.A.;;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-08;2022-03-04;4.0;Não Aplicável;441;Não Aplicável;Nominativa e Escritural;;;;;154120.0;1000.0;154120000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-03-10;39.0;72798.0;0.0;0.0;4.0;20822.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;50000.0;1.0;2000.0;3.0;6000.0;1.0;2500.0;0.0;0.0;72798.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;14.876.090/0001-93;GAIA IMPACTO SECURITIZADORA S.A.;14.876.090/0001-93;GAIA IMPACTO SECURITIZADORA S.A.;;14.876.090/0001-93;GAIA IMPACTO SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2021-08-27;2022-02-10;33.0;Não Aplicável;Série Única;Não Aplicável;Nominativa e Escritural;;;;;14750.0;1000.0;14750000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-02-11;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.0;14750.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;26.609.050/0001-64;TRAVESSIA SECURITIZADORA S.A.;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;26.609.050/0001-64;TRAVESSIA SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-11;2024-10-03;1.0;Não Aplicável;67;Não Aplicável;Nominativa e Escritural;;;;;34149.0;1000.0;34149000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-10-03;0.0;0.0;0.0;0.0;1.0;34149.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;17.298.092/0001-30;BANCO ITAU BBA  S.A.;;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-10;2022-03-18;1.0;Não Aplicável;495;Não Aplicável;Nominativa e Escritural;;;;;250000.0;1000.0;250000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-03-23;35.0;181768.0;0.0;0.0;1.0;35054.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;30178.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3000.0;0.0;0.0;181768.0;1.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-10;2022-04-12;1.0;Não Aplicável;329;Garantia Real;Nominativa e Escritural;;;;;57000.0;1000.0;57000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-04-12;1212.0;54999.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;2001.0;0.0;0.0;0.0;0.0;54999.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-15;2022-04-14;1.0;Não Aplicável;326;Garantia Real;Nominativa e Escritural;;;;;5000.0;1000.0;5000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-04-16;0.0;0.0;0.0;0.0;1.0;5000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-15;2022-10-17;1.0;Não Aplicável;327;Garantia Real;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-10-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;;09.304.427/0001-58;HABITASEC SECURITIZADORA SA;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-15;2022-10-17;1.0;Não Aplicável;328;Garantia Real;Nominativa e Escritural;;;;;0.0;1000.0;0.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-10-17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;08.769.451/0001-08;RIZA SECURITIZADORA S.A.;;08.769.451/0001-08;VIRGO COMPANHIA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-17;2022-03-04;4.0;Não Aplicável;436;Garantia Real;Nominativa e Escritural;;;;;40000.0;1000.0;40000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-03-16;0.0;0.0;0.0;0.0;1.0;40000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2021-08-17;2022-02-15;1.0;Não Aplicável;431;Não Aplicável;Nominativa e Escritural;;;;;11500.0;1000.0;11500000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2022-02-18;0.0;0.0;0.0;0.0;3.0;10500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;;12.130.744/0001-00;TRUE SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2021-02-22;2023-02-08;1.0;Não Aplicável;359;Não Aplicável;Nominativa e Escritural;;;;;30000.0;1000.0;30000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2023-08-08;0.0;0.0;0.0;0.0;2.0;30000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;04.200.649/0001-07;CIA PROVINCIA DE SECURITIZAÇÃO;04.200.649/0001-07;CIA PROVINCIA DE SECURITIZAÇÃO;;04.200.649/0001-07;CIA PROVINCIA DE SECURITIZAÇÃO;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-24;2024-02-27;3.0;Não Aplicável;33;Não Aplicável;Nominativa e Escritural;;;;;66224.0;1000.0;66224000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-02-27;0.0;0.0;0.0;0.0;1.0;66224.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;26.609.050/0001-64;TRAVESSIA SECURITIZADORA S.A.;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;26.609.050/0001-64;TRAVESSIA SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-18;2024-02-29;1.0;Não Aplicável;88;Não Aplicável;Nominativa e Escritural;;;;;18000.0;1000.0;18000000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-02-29;0.0;0.0;0.0;0.0;1.0;18000.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
;;Primária;CERTIFICADOS DE RECEBÍVEIS IMOBILIÁRIOS - CRI;26.609.050/0001-64;TRAVESSIA SECURITIZADORA S.A.;03.751.794/0001-13;TERRA INVESTIMENTOS DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;;26.609.050/0001-64;TRAVESSIA SECURITIZADORA S.A.;ICVM 476;Dispensada de Registro;;Automática;;;;;2022-02-18;2024-02-29;1.0;Não Aplicável;89;Não Aplicável;Nominativa e Escritural;;;;;6300.0;1000.0;6300000.0;;N;;Sociedade Anônima de Capital Aberto;Comunicado de Encerramento;2024-02-29;0.0;0.0;0.0;0.0;1.0;6300.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
